source	target	freq
القباني	al-Qabbānī	15
الإنتفاضة	al-Intifāḍah	15
مؤلفين	muʼallifīn	15
المتولي	al-Mutawallī	15
كاتبي	Kātibī	15
والمال	wa-al-māl	15
مادي	Mādī	15
وفلسفة	wa-falsafat	15
الغنوشي	al-Ghannūshī	15
المتابعة	al-Mutābaʻah	15
المصور	al-muṣawwar	15
أبكر	Abkar	15
كبسي	Kibsī	15
الأرياف	al-aryāf	15
الابرار	al-abrār	15
والموحدين	wa-al-Muwaḥḥidīn	15
الجيار	al-Jayyār	15
قول	qawl	15
المطبعي	al-Maṭbaʻī	15
والرأي	wa-al-raʼy	15
الاساسي	al-asāsī	15
قضاة	Quḍāh	15
ماجدي	Mājidī	15
الجنوبي	al-Janūbī	15
طهراني	Ṭihrānī	15
عنيت	ʻuniyat	15
فائدة	Fāʼidah	15
المحاكمة	al-muḥākamah	15
الفيلالي	al-Fīlālī	15
الشوق	al-shawq	15
العقلي	al-ʻaqlī	15
الطلابية	al-ṭullābīyah	15
طويلة	Ṭawīlah	15
لجمال	li-Jamāl	15
الغليل	al-ghalīl	15
وسياسة	wa-siyāsat	15
واللاجئين	wa-al-Lājiʼīn	15
1988	1988	15
الغرف	al-Ghuraf	15
العلل	al-ʻilal	15
الممالك	al-mamālik	15
عواجي	ʻAwājī	15
الشرائع	al-sharāʼiʻ	15
أداء	adāʼ	14
والوهم	wa-al-wahm	14
وحرب	wa-ḥarb	14
هواجس	Hawājis	14
32	32	14
منسق	munassiq	14
إعراب	iʻrāb	14
سبل	Subul	14
إسرائيلية	Isrāʼīlīyah	14
منحة	Minḥat	14
تحصيل	taḥṣīl	14
الإستبداد	al-istibdād	14
المصنفات	al-muṣannafāt	14
القوصي	al-Qūṣī	14
الآخرة	al-ākhirah	14
بوعلام	Būʻallām	14
التكيف	al-takayyuf	14
الثلج	al-thalj	14
بهيئة	bi-Hayʼat	14
حزام	Ḥazzām	14
سهروردي	Suhrawardī	14
ساعدي	Sāʻidī	14
قاسمية	Qāsimīyah	14
الأكوع	al-Akwaʻ	14
المروزي	al-Marwazī	14
بهبهاني	Bahbahānī	14
حيث	ḥaythu	14
ساحلي	Sāḥilī	14
والمسلمون	wa-al-Muslimūn	14
هرم	Haram	14
الهائم	al-Hāʼim	14
الخواجا	al-Khawājā	14
النجاة	al-najāh	14
الجنون	al-junūn	14
المرصفي	al-Marṣafī	14
العريض	al-ʻUrayyiḍ	14
ومقاربات	wa-muqārabāt	14
بواسطة	bi-wāsiṭat	14
حواتمة	Ḥawātimah	14
المضافة	al-muḍāfah	14
المضمون	al-maḍmūn	14
والوعي	wa-al-waʻy	14
والمعاني	wa-al-maʻānī	14
طيفور	Ṭayfūr	14
إعلامية	iʻlāmīyah	14
القويضي	al-Quwayḍī	14
أمحمد	Amḥammad	14
مكاسب	Makāsib	14
مكوع	Mukawwiʻ	14
بوح	Bawḥ	14
سامراء	Sāmarrāʼ	14
سنية	Sanīyah	14
البوسعيدي	al-Būsaʻīdī	14
أخلاقيات	Akhlāqīyāt	14
عدل	ʻAdl	14
ٳسماعيل	Ismāʻīl	14
سائد	Sāʼid	14
العقوبة	al-ʻuqūbah	14
ممارسة	mumārasat	14
وأسباب	wa-asbāb	14
المشاريع	al-Mashārīʻ	14
الستينيات	al-sittīnīyāt	14
النسر	al-Nisr	14
وكتاب	wa-kuttāb	14
الاسماء	al-asmāʼ	14
حفظي	Ḥifẓī	14
القصيمي	al-Quṣaymī	14
الاميركية	al-Amīrikīyah	14
السبعاوي	al-Sabʻāwī	14
للتوثيق	lil-Tawthīq	14
منازعات	munāzaʻāt	14
أربعة	arbaʻat	14
حكيمي	Ḥakīmī	14
وآل	wa-Āl	14
تاريخنا	tārīkhinā	14
الاتفاقيات	al-ittifāqīyāt	14
العقدي	al-ʻaqadī	14
وأخبار	wa-akhbār	14
تاريخه	tārīkhuh	14
التناص	al-Tanāṣṣ	14
النسيم	al-Nasīm	14
وأدبية	wa-adabīyah	14
وأبعاد	wa-abʻād	14
السجلماسي	al-Sijilmāsī	14
تاشفين	Tāshfīn	14
للسلطة	lil-sulṭah	14
وأقوال	wa-aqwāl	14
واوراق	wa-awrāq	14
عاتق	ʻĀtiq	14
سلوي	Salwá	14
للتعريب	lil-Taʻrīb	14
الصعبة	al-ṣaʻbah	14
قرألي	Qarʼalī	14
legal	legal	14
أمال	Amāl	14
سليماني	Sulaymānī	14
عجيلة	ʻUjaylah	14
حص	Ḥuṣṣ	14
السرحان	al-Sarḥān	14
سجستاني	Sijistānī	14
حموده	Ḥammūdah	14
الساقية	al-Sāqiyah	14
تجريبية	tajrībīyah	14
الإستراتيجي	al-istirātījī	14
Mohammad	Mohammad	14
عتوم	ʻAtūm	14
الصبحي	al-Ṣubḥī	14
الاتحادية	al-ittiḥādīyah	14
حليفي	Ḥalīfī	14
القطر	al-quṭr	14
مناضل	munāḍil	14
مناظرات	Munāẓarāt	14
الانام	al-anām	14
قرانيا	Qarāniyā	14
سركون	Sarkūn	14
قرافي	Qarāfī	14
الدائر	al-dāʼir	14
بيضاوي	Bayḍāwī	14
مناقشات	munāqashāt	14
البديلة	al-badīlah	14
الدرزي	al-Durzī	14
النفحة	al-Nafḥah	14
45	45	14
الصبر	al-ṣabr	14
الصعب	al-ṣaʻb	14
المحاماة	al-muḥāmāh	14
الحضرية	al-ḥaḍarīyah	14
الطحان	al-Ṭaḥḥān	14
المؤلفون	al-muʼallifūn	14
البياني	al-bayānī	14
رزان	Razān	14
لو	Law	14
ببليوغرافيا	Bibliyūghrāfiyā	14
لواضعه	li-wāḍiʻihi	14
رحيلي	Ruḥaylī	14
الأولية	al-awwalīyah	14
التجارب	al-tajārib	14
المحاضرة	al-muḥāḍarah	14
آي	āy	14
دقائق	daqāʼiq	14
الرعب	al-ruʻb	14
الجدل	al-jadal	14
دلول	Dalūl	14
المازندراني	al-Māzandarānī	14
غزوان	Ghazwān	14
دماج	Dammāj	14
وتركيا	wa-Turkiyā	14
الرضوان	al-Riḍwān	14
والمتابعة	wa-al-Mutābaʻah	14
الرقيق	al-Raqīq	14
الياسين	al-Yāsīn	14
وعوامل	wa-ʻawāmil	14
رقيق	Raqīq	14
والسابع	wa-al-sābiʻ	14
اللمعة	al-Lumʻah	14
الذيب	al-Dhīb	14
وتنقيح	wa-tanqīḥ	14
٢٠٠٧	2007	14
استطلاع	Istiṭlāʻ	14
العامر	al-ʻĀmir	14
استطلاعية	istiṭlāʻīyah	14
الحفار	al-Ḥaffār	14
فاخري	Fākhirī	14
الرهن	al-rahn	14
أهمية	Ahammīyat	14
comparative	comparative	14
والقيم	wa-al-qiyam	14
الرؤف	al-Raʼūf	14
١٠٠	100	14
إبريل	Ibrīl	14
اطلس	Aṭlas	14
الرؤى	al-ruʼá	14
رشو	Rashw	14
التفاعل	al-tafāʻul	14
نفرو	Nifrū	14
اهم	ahamm	14
أوربا	Ūrubbā	14
ذويب	Dhuwayb	14
المبدعين	al-mubdiʻīn	14
أي	Ayy	14
ليوسف	li-Yūsuf	14
نحلة	Naḥlah	14
دويك	Duwayk	14
يتناول	yatanāwalu	14
عويد	ʻUwayyid	14
غانمي	Ghānimī	14
بالأزهر	bi-al-Azhar	14
أوهان	Awhān	14
ديفيد	Dīfīd	14
أوقاف	Awqāf	14
نزال	Nizāl	14
ذهب	dhahab	14
نزوى	Nizwá	14
dated	dated	14
٢٣	23	14
وعلماء	wa-ʻulamāʼ	14
المتهم	al-muttaham	14
المتفوق	al-Mutafawwiq	14
الرباعي	al-Rabbāʻī	14
الطيبات	al-ṭayyibāt	14
المبدع	al-mubdiʻ	14
المجاز	al-majāz	14
بالجائزة	bi-al-jāʼizah	14
ربعي	Rabʻī	14
بالمحمدية	bi-al-Muḥammadīyah	14
الطعبة	al-Ṭabʻah	14
الراحل	al-rāḥil	14
دهان	Dahhān	14
نت	Nit	14
عنهم	ʻanhum	14
نصيحة	Naṣīḥat	14
غرناط	Gharnāṭ	14
نثرية	nathrīyah	14
ولماذا	wa-li-mādhā	14
الراشدة	al-rāshidah	14
المجتمعي	al-mujtamaʻī	14
ليليت	Līlīt	14
دورها	dawruhā	14
وتصدير	wa-taṣdīr	14
ماجدولين	Mājdūlīn	14
الردة	al-riddah	14
المباني	al-mabānī	14
الظروف	al-ẓurūf	14
الطالقاني	al-Ṭālqānī	14
الحكايات	al-ḥikāyāt	14
عشتار	ʻAshtār	14
والتوحيد	wa-al-tawḥīd	14
خضرة	Khaḍrah	14
هاتف	Hātif	14
زليخة	Zulaykhah	14
خطابي	Khaṭṭābī	14
فليح	Fulayḥ	14
الامان	al-Amān	14
الإحصائية	al-iḥṣāʼīyah	14
الاحمر	al-Aḥmar	14
ولاء	Walāʼ	14
الثوري	al-thawrī	14
بلمحجوب	Bilmaḥjūb	14
ارتياد	Irtiyād	14
والقافية	wa-al-qāfiyah	14
فلاسفة	Falāsifat	14
بكتاب	bi-kitāb	14
العدلوني	al-ʻAdlūnī	14
الدوسكي	al-Dūskī	14
La	La	14
مواعظ	Mawāʻiẓ	14
الواقعية	al-wāqiʻīyah	14
وثقافية	wa-thaqāfīyah	14
خلافة	khilāfat	14
مواقع	mawāqiʻ	14
أنثروبولوجية	anthrūbūlūjīyah	14
الكحلاوي	al-Kaḥlāwī	14
٨٤٩١	1948	14
ونتائجها	wa-natāʼijuhā	14
خراسان	Khurāsān	14
منهجي	manhajī	14
زينة	Zaynah	14
العرض	al-ʻarḍ	14
العرش	al-ʻarsh	14
الصليبيين	al-Ṣalībīyīn	14
زيتوني	Zaytūnī	14
الس	al-S	14
الاحد	al-Aḥad	14
الحقيقية	al-ḥaqīqīyah	14
فيلادلفيا	Fīlādilfiyā	14
هدي	Hudá	14
مهر	Mihr	14
الزير	al-Zīr	14
فيره	Fīrruh	14
الألمعي	al-Almaʻī	14
الهلالية	al-Hilālīyah	14
للكويت	lil-Kuwayt	14
بمقدمة	bi-muqaddimah	14
وفتاوى	wa-fatāwá	14
أمي	ummī	14
هجر	Hajar	14
الدمرداش	al-Dimirdāsh	14
٠١	10	14
محرز	Miḥriz	14
التقويم	al-Taqwīm	14
يافعي	Yāfiʻī	14
للمنظمات	lil-Munaẓẓamāt	14
برعي	Buraʻī	14
اللاتينية	al-Lātīnīyah	14
الوظيفية	al-waẓīfīyah	14
موكرياني	Mūkiryānī	14
الضمور	al-Ḍamūr	14
الجودة	al-jawdah	14
الريش	al-Rīsh	14
التطبيقات	al-taṭbīqāt	14
موهوب	Mawhūb	14
Damascus	Damascus	14
داغستاني	Dāghistānī	14
لمذهب	li-madhhab	14
فراد	Farād	14
اللحيدان	al-Laḥīdān	14
والمحافظة	wa-al-Muḥāfaẓah	14
المدمرة	al-mudammarah	14
الطائفة	al-ṭāʼifah	14
فخرو	Fakhrū	14
علامات	ʻAlāmāt	14
العبادة	al-ʻibādah	14
برجس	Barjas	14
Israel	Israel	14
برجال	bi-rijāl	14
فحماوي	Faḥmāwī	14
أجوبة	Ajwibat	14
علاوي	ʻAllāwī	14
ميرال	Mīrāl	14
رموز	rumūz	14
المحنة	al-miḥnah	14
الوظائف	al-waẓāʼif	14
موقع	Mawqiʻ	14
عطري	ʻIṭarī	14
محاسنة	Maḥāsinah	14
عطيات	ʻAṭīyāt	14
الكليات	al-Kullīyāt	14
زراقط	Zarāqiṭ	14
موجزة	mūjazah	14
الاختصاص	al-ikhtiṣāṣ	14
فقير	Faqīr	14
الوردة	al-wardah	14
فغالي	Faghālī	14
ومجلس	wa-Majlis	14
فطين	Faṭīn	14
الوزان	al-Wazzān	14
العجلان	al-ʻAjlān	14
الدىن	al-Dīn	14
الضحاك	al-Ḍaḥḥāk	14
والقراءات	wa-al-qirāʼāt	14
آجروم	Ājurrūm	14
بشتاوي	Bishtāwī	14
للواقع	lil-wāqiʻ	14
الاخلاق	al-akhlāq	14
ريحان	Rayḥān	14
بسوسة	bi-Sūsah	14
الوصية	al-waṣīyah	14
والفوائد	wa-al-fawāʼid	14
مؤرخ	muʼarrikh	14
الموسوعي	al-mawsūʻī	14
المعمري	al-Muʻammarī	14
وخطب	wa-khuṭab	14
السلسة	al-Silsilah	14
صبرى	Ṣabrī	14
الحوالي	al-Ḥawālī	14
التذكرة	al-Tadhkirah	14
لحل	li-ḥall	14
حتاملة	Ḥatāmilah	14
تطاون	Taṭāwin	14
الشواهد	al-shawāhid	14
الحوت	al-Ḥūt	14
العناني	al-ʻAnānī	14
الفهرسة	al-Fahrasah	14
الناجية	al-nājiyah	14
لبحث	li-baḥth	14
التيه	al-tīh	14
الفهرس	al-Fihris	14
مطبعي	Maṭbaʻī	14
والاجتهادات	wa-al-ijtihādāt	14
المقامات	al-Maqāmāt	14
والصورة	wa-al-ṣūrah	14
السلطاني	al-Sulṭānī	14
الموارنة	al-Mawārinah	14
المنظوم	al-manẓūm	14
الفراشة	al-farāshah	14
الفاتحة	al-Fātiḥah	14
لأسماء	li-asmāʼ	14
والتأصيل	wa-al-taʼṣīl	14
السلاموني	al-Salāmūnī	14
الشويعر	al-Shuwayʻir	14
الغنيمي	al-Ghunaymī	14
والنقل	wa-al-naql	14
لتشريعات	li-tashrīʻāt	14
الموضوعات	al-mawḍūʻāt	14
الغوري	al-Ghūrī	14
جنان	Jinān	14
جناح	Janāḥ	14
العلواني	al-ʻAlwānī	14
وهف	Wahf	14
الفردي	al-fardī	14
والأخبار	wa-al-akhbār	14
ضعيف	Ḍaʻīf	14
حجاوي	Ḥijjāwī	14
والحل	wa-al-ḥall	14
social	social	14
مقال	maqāl	14
التذكاري	al-tadhkārī	14
مرعشلي	Marʻashlī	14
شرفات	shurufāt	14
الغير	al-ghayr	14
شنطي	Shanṭī	14
الفوضى	al-fawḍá	14
الفرح	al-faraḥ	14
مطالع	Maṭāliʻ	14
الأشبال	al-Ashbāl	14
أسوان	Aswān	14
والخارجية	wa-al-khārijīyah	14
والمنظمات	wa-al-munaẓẓamāt	14
٨٢	28	14
الميثاق	al-mīthāq	14
إنتشارات	Intishārāt	14
المقتبس	al-Muqtabas	14
صديقي	Ṣiddīqī	14
التوسل	al-tawassul	14
لقضايا	li-qaḍāyā	14
السياسى	al-siyāsī	14
وقضاء	wa-qaḍāʼ	14
صفا	Ṣafā	14
مسلك	Maslak	14
الفتن	al-fitan	14
وستين	wa-sittīn	14
صراي	Ṣirāy	14
35	35	14
مفتش	mufattish	14
الاب	al-Ab	14
معانيها	maʻānīhā	14
والهجرة	wa-al-hijrah	14
لدين	li-Dīn	14
لفهم	li-fahm	14
تقاسيم	Taqāsīm	14
مفصل	mufaṣṣal	14
جعبري	Jaʻbarī	14
شمارۀ	shumārah-ʼi	14
الميمنية	al-Maymanīyah	14
السير	al-siyar	14
الفاخوري	al-Fākhūrī	14
كيكلدي	Kaykaldī	14
لسانية	lisānīyah	14
الحجازية	al-Ḥijāzīyah	14
الغائبة	al-ghāʼibah	14
صحفي	ṣuḥufī	14
وحماية	wa-ḥimāyat	14
المنوفي	al-Munūfī	14
الأشياء	al-ashyāʼ	14
صخر	Ṣakhr	14
المقنع	al-Muqniʻ	14
1954-1962	1954-1962	14
لاستقلال	li-Istiqlāl	14
ومشكلة	wa-mushkilat	14
لزين	li-Zayn	14
المعلوف	al-Maʻlūf	14
المهيري	al-Mahīrī	14
مشاط	Mashshāṭ	14
مقبرة	Maqbarat	14
مرفت	Mirfat	14
توماس	Tūmās	14
المنافع	al-manāfiʻ	14
جامعي	jāmiʻī	14
للاتحاد	lil-Ittiḥād	14
الشبان	al-Shubbān	14
الخمسين	al-khamsīn	14
صيني	Ṣīnī	14
المطلق	al-Muṭlaq	14
الغريبة	al-gharībah	14
العلام	al-ʻAllām	14
الموريتانية	al-Mūrītānīyah	14
العلايلي	al-ʻAlāyilī	14
المطران	al-Muṭrān	14
الخن	al-Khinn	14
جنيف	Jinīf	14
للاستثمارات	lil-Istithmārāt	14
ضاحي	Ḍāḥī	14
الاشخاص	al-ashkhāṣ	14
مصاروة	Maṣārwah	14
أسطورة	usṭūrat	14
أسرة	usrat	14
السفياني	al-Sufyānī	14
لحرش	Laḥrash	14
سوس	Sūs	14
الترك	al-Turk	14
والباحثين	wa-al-bāḥithīn	14
الخشن	al-Khashin	14
الموسم	al-Mawsim	14
البربر	al-Barbar	14
جبالي	Jibālī	14
الغريري	al-Gharīrī	14
شوقى	Shawqī	14
الأسلوبية	al-uslūbīyah	14
والانظمة	wa-al-anẓimah	14
للاستاذ	lil-ustādh	14
السهروردي	al-Suhrawardī	14
مصراتي	Miṣrātī	14
للاتصال	lil-Ittiṣāl	14
صيف	ṣayf	14
البرت	Albirt	14
جهني	Juhanī	14
الشفاء	al-Shifāʼ	14
والانتاج	wa-al-Intāj	14
الشبيبي	al-Shabībī	14
لحد	Laḥd	14
حدادي	Ḥaddādī	14
صارم	Ṣārim	14
الشال	al-Shāl	14
گنون	Gannūn	14
شهلا	Shahlā	14
مصادرها	maṣādiruhā	14
مرتبة	murattabah	14
الشيبي	al-Shaybī	14
أغا	Aghā	14
لطلاب	li-ṭullāb	14
سوداء	sawdāʼ	14
مقبول	Maqbūl	14
طريفي	Ṭarīfī	14
ضحايا	Ḍaḥāyā	14
تكفير	takfīr	14
صياغة	ṣiyāghat	14
الحملة	al-ḥamlah	14
القارة	al-qārrah	14
المفرد	al-mufrad	14
العواجي	al-ʻAwājī	14
الخصوصية	al-khuṣūṣīyah	14
ابداع	Ibdāʻ	14
يليه	yalīhi	14
مرسم	Marsam	14
الأرواح	al-arwāḥ	14
الوقاية	al-wiqāyah	13
والتنظيمية	wa-al-tanẓīmīyah	13
بلوي	Balawī	13
هادية	Hādiyah	13
فرنسي	Faransī	13
توم	Tūm	13
شعاع	Shuʻāʻ	13
فرهود	Farhūd	13
التقاضي	al-taqāḍī	13
الغار	al-Ghār	13
الأخلاقية	al-akhlāqīyah	13
الباطنية	al-bāṭinīyah	13
أشجان	Ashjān	13
الزاهد	al-zāhid	13
وشعراء	wa-shuʻarāʼ	13
1937	1937	13
الدموع	al-dumūʻ	13
شريط	Sharīṭ	13
الانماء	al-Inmāʼ	13
روعة	Rawʻah	13
1975	1975	13
برشيد	Burshīd	13
الاعجاز	al-iʻjāz	13
إحدى	iḥdá	13
والإخوان	wa-al-Ikhwān	13
D	D	13
الأمازيغي	al-Amāzīghī	13
فهيد	Fuhayd	13
الحفيد	al-Ḥafīd	13
هاذا	Hādhā	13
عكام	ʻAkkām	13
الحجوري	al-Ḥajūrī	13
دارقطني	Dāraquṭnī	13
بزيع	Buzayʻ	13
ننسى	nansá	13
برلمانية	barlamānīyah	13
٠٢٤١	1420	13
اللاهوت	al-lāhūt	13
فرغل	Farghal	13
يرويها	yarwīhā	13
إجراءات	Ijrāʼāt	13
اللاجئون	al-Lājiʼūn	13
والمنطقة	wa-al-minṭaqah	13
لأحداث	li-aḥdāth	13
موضي	Mūḍī	13
بروجردي	Burūjirdī	13
نيفر	Nayfar	13
الكوراني	al-Kūrānī	13
ومحاولات	wa-muḥāwalāt	13
١٩٩٤	1994	13
افكار	afkār	13
صنيتان	Ṣunaytān	13
زرعة	Zurʻah	13
الوجيه	al-Wajīh	13
صهيل	Ṣahīl	13
خطراوي	Khaṭrāwī	13
طوغان	Ṭūghān	13
الوحيد	al-waḥīd	13
الكفراوي	al-Kafrāwī	13
1424	1424	13
فكاهية	fukāhīyah	13
تنوخي	Tanūkhī	13
الاختصار	al-ikhtiṣār	13
الدهر	al-dahr	13
اقتصادي	iqtiṣādī	13
تنموية	tanmawīyah	13
وخصائص	wa-khaṣāʼiṣ	13
مستغانمي	Mustaghānimī	13
فلسطيني	Filasṭīnī	13
مواسم	Mawāsim	13
الكلدانية	al-Kaldānīyah	13
لشرطة	li-Shurṭat	13
جنة	Jannat	13
للمعلمين	lil-Muʻallimīn	13
السوادي	al-Sawādī	13
زرو	Zarw	13
الفردية	al-fardīyah	13
الثورية	al-thawrīyah	13
صنعه	ṣanaʻahu	13
والصناعات	wa-al-ṣināʻāt	13
الحزن	al-ḥuzn	13
مسرة	Masarrah	13
الشروط	al-shurūṭ	13
التقديم	al-taqdīm	13
عظوم	ʻAẓẓūm	13
وشعر	wa-shiʻr	13
الجادر	al-Jādir	13
الفراتي	al-Furātī	13
أنستاس	Anistās	13
الفروسية	al-furūsīyah	13
الاقليمية	al-iqlīmīyah	13
الكواكبي	al-Kawākibī	13
زاحم	Zāḥim	13
بصائر	Baṣāʼir	13
ازمة	azmat	13
ودولة	wa-dawlat	13
العراب	al-ʻArrāb	13
والمخدرات	wa-al-mukhaddirāt	13
تواجه	tuwājihu	13
الجارم	al-Jārim	13
خصباك	Khaṣbāk	13
فضلي	Faḍlī	13
الحزين	al-ḥazīn	13
افاق	Āfāq	13
اربيل	Irbīl	13
الكنائس	al-kanāʼis	13
زلوم	Zallūm	13
مسرد	masrad	13
مودن	Mawdin	13
عشيش	ʻUshaysh	13
والطوائف	wa-al-ṭawāʼif	13
الوابل	al-Wābil	13
محبوب	Maḥbūb	13
خلوصي	Khulūṣī	13
الكندري	al-Kandarī	13
وشروط	wa-shurūṭ	13
عشقي	ʻIshqī	13
المقام	al-maqām	13
الاعتدال	al-iʻtidāl	13
الزركشي	al-Zarkashī	13
عشرين	ʻishrīn	13
الأمالي	al-Amālī	13
صوتية	ṣawtīyah	13
وصاحب	wa-ṣāḥib	13
القاشاني	al-Qāshānī	13
الأنطاكية	al-Anṭākīyah	13
٢٠١٣	2013	13
المجدد	al-mujaddid	13
التعايش	al-taʻāyush	13
راهنة	rāhinah	13
راهب	Rāhib	13
دهام	Dahhām	13
جديدي	Jadīdī	13
الغمري	al-Ghamrī	13
الافاق	al-Āfāq	13
مادة	māddat	13
الشبيلي	al-Shubaylī	13
شهراني	Shahrānī	13
عنى	ʻuniya	13
التعليقات	al-Taʻlīqāt	13
ومصطلحات	wa-muṣṭalaḥāt	13
الظنون	al-ẓunūn	13
ليحيى	li-Yaḥyá	13
الملحمة	al-malḥamah	13
الملحوني	al-Malḥūnī	13
ليسانسيه	līsānsīh	13
وعلي	wa-ʻAlī	13
الإنتقالية	al-intiqālīyah	13
رابعة	Rābiʻah	13
بالمحكمة	bi-al-Maḥkamah	13
أبيات	abyāt	13
المنشور	al-manshūr	13
غسل	ghasl	13
وترجمها	wa-tarjamahā	13
الرضوي	al-Raḍawī	13
الطريفي	al-Ṭarīfī	13
المنسية	al-mansīyah	13
انقلاب	inqilāb	13
أشهب	Ashhab	13
ولكن	wa-lakin	13
الغرناطي	al-Gharnāṭī	13
غزلان	Ghazlān	13
والتعددية	wa-al-taʻaddudīyah	13
الشارع	al-shāriʻ	13
ورش	Warsh	13
مارلين	Mārlīn	13
بالمدرسة	bi-al-Madrasah	13
بالمدارس	bi-al-madāris	13
الشاطبية	al-Shāṭibīyah	13
الايام	al-Ayyām	13
نظارة	Niẓārat	13
غربة	Ghurbat	13
غرامية	gharāmīyah	13
غفور	Ghafūr	13
ذييب	Dhuyayb	13
البعثة	al-Baʻthah	13
الغضبان	al-Ghaḍbān	13
political	political	13
الحداثي	al-ḥadāthī	13
المليجي	al-Malījī	13
باجوري	Bājūrī	13
باكستان	Bākistān	13
ومضات	Wamaḍāt	13
شيبان	Shaybān	13
باحو	Bāḥū	13
الأهواء	al-ahwāʼ	13
الأرقم	al-Arqam	13
المتن	al-matn	13
المتقدمين	al-mutaqaddimīn	13
نشابة	Nashshābah	13
ذاكر	Dhākir	13
عيشة	ʻAyshah	13
الغساني	al-Ghassānī	13
مصراتة	Miṣrātah	13
جدوع	Jaddūʻ	13
نجدي	Najdī	13
الشبيب	al-Shabīb	13
المنبرية	al-minbarīyah	13
البصر	al-baṣar	13
بالجمعية	bi-al-Jamʻīyah	13
ماجة	Mājah	13
الحمش	al-Ḥamash	13
الحمروني	al-Ḥamrūnī	13
الملكة	al-Malikah	13
والتقليد	wa-al-taqlīd	13
لحسين	Laḥusayn	13
لحزب	li-Ḥizb	13
المثقفين	al-muthaqqafīn	13
التأمينات	al-taʼmīnāt	13
وشمال	wa-Shamāl	13
الاغاني	al-aghānī	13
الغفران	al-ghufrān	13
نظمته	naẓẓamatʹhu	13
باي	Bāy	13
رواشدة	Rawāshidah	13
المحمودية	al-Maḥmūdīyah	13
المهاجر	al-Muhājir	13
متنوعة	mutanawwiʻah	13
أجمل	Ajmal	13
وعضاء	wa-Aʻḍāʼ	13
الطبراني	al-Ṭabarānī	13
معارج	Maʻārij	13
الروس	al-Rūs	13
لااحياء	li-Iḥyāʼ	13
معا	Maʻan	13
ميلادية	Mīlādīyah	13
